Yorum;Etiket
bale-nolan in yaptigi basyapit belki bütün filmleri güzel ama bu apayri 1010.;positive
"dünyanin en gereksiz filmi.kaybettigim zamana acidim.bir maksadi olmayan bombos bir film.... 
";negative
"filmde hersey sinirli kullanilmis. sinirli sayida oyuncu, mekan, konusma akliniza ne gelirse. konu olarakta çok basit geldi. bence siradan bir filmin üzerine çikamamis. izlerkende çok sikildim açikçasi. aldigi ödülleri hakketmeyen bir film olmus.. 
";negative
"maalesef, güzel degil. yönetmen ve oyuncularin ününe aldanip gitmeyin. fragman çok etkileyici olsa da film çok sikici.. 
";negative
oyunculuk,sahneler,müzik çok iyi ama ne yazik ki televizyonda izledim ve tadini tam çikaramadim.sagolsun filmi gösteren kanal her 15 dk. bir reklamlara girdi..;positive
"hey türk yönetmenler lütfen ama lütfen komedi filmi yapmayin. basaramiyorsunuz iste olmuyor zorlamayin. 
";negative
c.nolan`dan bir saheser...izledigim en iyi 10 filmden biri....;positive
"bu ne kadar kötü bir film paramiz havaya uçtu,bir film bu kadar mi sikici olur uyuyordum izlerken. kisacasi berbat!!!!. 
";negative
"göze hitap ederken, kattigi duygusalliklada insani bambaska diyarlara götüren... mükemmel bir film. 
";positive
"kevin costner ve bir aktörlük basarasi.filmde geçen sahneler, gayet iyi ve güzel.kaliteli bir gerilim, suç filmi.izlerken sizi keyiflendiren gidisi var.. 
";positive
"açikcasi kötü bir film ama yine de belli bir heyecan barindiriyor fakat nicholas cage in son zamanlardaki kötünün iyisi filmi. 
";negative
kesinlikle mut-te-sem bir must go filmi gitmesseniz çok ama çook sey kaçirmis olursunuz 10 üzerinden 10000000 belki ilk yarisi biraz sikici gelebilir ama bir filmin finali bu kadar güzel olamazdi.;positive
"bir sürü klisey içinde barindran ortalama bir hollywood filmi,afisine ve yorumlara bakip beklentiye girmezseniz eglenebilirsiniz.... 
";negative
"arkadaslar aynen katiliyorum çilgin dershane tam bi rezaletti daha kaliteli yapimlar çikabilecekken çildin dershane gibi saçma sapan bayik espirili bi film yaptilar oda yetmedi ikisi çikti insallah buda onun gibi olmaz. 
";negative
"gerçekten çok etkileyici ve hos bir film.. oyunculuklar gerçekten çok iyi.. filmin hiçbir dakikasinda insan sikilmiyor. devamli bir macera ve heyecan söz konusu. keyifli bir sinema zevki tatmak istiyorsaniz. gitmenizi tavsiye ederim  
";positive
"bu nasil bir filmdir ya rezalet bunun yerine gidin musallati, halkayi izleyin daha güzel valla zaman kaybi diyorum baska bisey demiyorum... 
";negative
süpper filmdi 3 boyutlu olmasi daha daa güzel olmasini sagladi sanki ben yasiyomusum gibi hissettimm hatta bi sahnedeee büyük baliklar vardii sankii bizim üzerimizee düsüomus gibi hissettmm çok ilginç oluo ama çokk zevkliiii hele o 3 boyut gözlükleerrr süperdiii..;positive
"gözyaslarinizin niçin aktigini anlayamayacaksiniz. aglamkatan mi yoksa gülmekten mi?. 
";positive
"hayatta en sevmedigim film tarzi korku komedidir.komedi ve korku bence, dini film içerisine erotik sahneler koymaya benzer.bir korku filmi hayrani olarak hiç hazzetmedigim gereksiz filmler bunlar... 
";negative
"çaglarin ötesinde bir klasik.... 
";positive
"tom hanks sinama tarihinin en iyi oyuncularindan biri oldupu kacinilmaz artik. bu film ise mükemmel olmus. tom hanks de performans süper. filmi mutlaka seyredin harika bir konusu var.. 
";positive
bu aralar gidilecek en iyi film. yanlizca sonu daha zekice noktalanabilirdi. seyrine gerçekten doyulmuyor. bu filme gidin derim :d,5.;positive
"olaganüstü tek kelimeyle bir basyapit.... 
";positive
"oyuncu kadrosuna baktiginizda daha iyi yapit beklediginiz filmlerden biri. yer yer insani güldüren sahneleri bulunuyor olsada, vasati geçemeyecek türde bir komedi film olmus.filmde sasirdigim noktalardan biri, brad pitt gibi bir oyuncunun böylesine siradan bir rolü nasil kabul etmis oldugu.. 
";negative
"butun serilerinin kitaplarini okudum bu film (prens caspian) ve son savas hosuma gitti.emin olun bu film ilkinden daha iyi olacak.(eger kitaptakine gore yaparlarsa iyi olur).. ilki kitapla ayniydi. 
";positive
evet filmin diyaloglari gerçekten harikaydi.simdiden bile klasik sayilicak bir film.tarantino gerçekten bu isi biliyor.filmde uma thurmanin oyunculuguda çok iyiydi..5.;positive
"will smith`in sahane filmlerinden biri bütün konular farkli olsada, dram, korku, gerilim, aksiyon hepsi bir arada sahane bir film... 
";positive
11 yil olmus ama yeni izleyebldim. filmi çok begendim. izledigim en iyi vampir filmiydi. oyuncular çok etkileyici idi. herkese kesinlikle tavsiye edrim.  puan.;positive
12 eylül döneminin kayip insanlarina duygusal açidan yaklasmis, bence kült olmaya layik enfes bir film. özellikle inis ve çikislari çok iyi. 2005 yilinin en iyi türkiye yapimi filmi bsarili.....;positive
"hayatim boyunca izledigim en ii film tek bir sikici sahne bulamadimmm.film tek kelimele süper süperrrr. 
";positive
"gerçekten bekledigime degmis. yalniz keske robert de niro o hos haliyle biraz daha ortalarda olsaymis. ama izlemeye degecek bir film. mutlaka görün.. 
";positive
"bu filmi ilk duydugumda bu filme giderim dedim hislerim yaniltmadi,. hem agladim hem güldüm film bittikten sonra sokak ortasinda da aglicaktim deli diceklerdi nerdeyse.... ve emegi geçenlere tesekkürler. herkese siddetle tavsiye ederim.... 
";positive
"nefis, doyumsuz ve bagimlilik yaratti bende. sikildikça açip izledigim harikulade film. 
";positive
"hayatimda ilk defa bir oscar heykelciginin gittigi yere bu kadar sevinmemi saglayan film. sapka çikariyorum.... 
";positive
"sok edici bir film ben böyle bir vahset beklemiyordum güzel olmus ikinciside böylemi izleyip görücez. 
";positive
"su an ülkelerin çatismalari sonucu ortaya çikan insan katliamini film baya güzel bi msj vererek göstermis.. bence tam olarak korku deil ama süper bi gerilim filmi oldugu gerçek filmin sonuda çok güzel bitmis helal olsn yönetmen hakkini vermis filmin. 
";positive
"bildiginiz garfieldla alakasi yok....çocuklarim dahil sikildik.sadece üç boyut için gidilecek bir film degil.paraniza yazik.görsel bakimdan güzel olmasi konusuz bir filmi seyredilir kilmaz....tercih sizin ama biz begenmedik..... 
";negative
sinema salonuna büyük bir keyifle gittim, ancak içeri girdigimde 3-5 yas grubu çocuklarin içeride kosustugunu gördüm. ve film ayri olarak altyazili, ayrica filmi pek fazla begenmedim.. serisi gelecek diyorlar ama basarili olmaz !.;negative
"saldirgan bir film, garip bir espiri anlayisi var. . 
";negative
çok ama çok etkileyici sanki onunla beraber yasadim her seyi yani forrest ile.filmin içinde hissettim kendimi 2 saat degil bir ömürdü izledigim..ne diyeyim ki derinden etkiledi beni...;positive
filmi tek basimiza sinema salonunda izledk.. son zamanlarda sikilmadan izledigim nadir filmlerden biri.konusu gercekten cok guzel. 8 puani hakediorr tavsiye ederim herkese...;positive
"hayatimda izledigim en saçma filmlerin basinda geliyor. bu kadar siyasi bir film görmedim daha önce. kimseye tavsiye etmiyorum, ben olsaydim bu filmi izleyene ceza keserdim  
";negative
"bence çok güzel bir film kesinlikle izlenmeli. 
";positive
"ben hayatimda hiç bukadar bi filmi izlerken sikilmamistim.memleketim dedim gittim hatta arkadasimada övdüm övdüm durdum birlikte gittik we sonuç.... ikimizde hüsran 
";negative
berbat..bir seyleri bekliyorsunuz bekliyorsunuz filmin sonu geliyor fakat ortada hiçbirsey yok..bir gece kapi açilip kapaniyor,diger gece isik açilip kapaniyo..film bundan ibaret..bu örnekleri en fazla 5e çikaralim..son derece sikici...;negative
"çok sikici ve sinir bozucu bir filmdi arkadaslar. bitmeden çikacaktim neredeyse. kurt adama dönüsme efektleri çok güzeldi ama bu filmi kurtarmaya yetmiyor. gerçekten zamaniniza yazik.. puanim . 
";negative
"her izledigimde hayranlik duydugum gerçek klasik diyebilecegimiz filmlerden . içinde teknik hatalar barindirsa bile sinema olgusunun en üst noktalarindan.. 
";positive
"tek kelime süper. 
";positive
ucuz ve basit ölümler 3 devami niteligindeydi. serinin 1 ve 2 gerçekten güzel ve ekrana bagliyordu. ama 3 ve bu 4 tam bir hayal kiikligi. 3 boyutlu izlememe ragmen yinede keyif almadim. daha orjinal ve yaratici olabilirlerdi..;negative
"film mükemmel aksiyon bol adrenalin bol izleyiciyi filmin icine sariyo tüm arkadaslarin izlemesin pisman olmuyacaklar. . 
";positive
"gelmis geçmis en iyi türk filmlerinden biri diyemem ama hayatimda izledigim bütün filmler arasinda en iyi oyunculuklari barindirani oldugunu kesinlikle söylerim.çagan irmak bazi bölümlerde duygu sömürüsüne kaçmasa,filmini daha iyi bir hâle getirebilirmis.. 
";positive
"vasat bir film diyebilirim devami varmis gibi sanki. 
";negative
jason stathom dan transporter 1 den sonra çektigi en saçmma kötü hatta vasat sayilacak bi film... aldii puaninda gerçekten layik olmayan bi film bu film için 8,2 çok fazla en fazlasindan 6 olmasi lazimdi ...:@sirf bu yüzden...;negative
türk halkinin espri anlayisi bu kadar mi basitlesti? birazcik demet akbag kurtariyor filmi, biraz da klarnet. hepsi bu kadar. filmde birakin kahkaha atmayi sadece 3-4 yerde biraz tebessüm ettim o kadar. cidden overrated bir film. kimse kusura bakmasin  puan benden..;negative
"cok guzel bir film arkadaslar,izlemekten sikilmicaniz bir film,mutlaka izlenmesi gerekir bence... . . http://www.askimlaerirmisin.com. 
";positive
"rezalet bende izledim gercekten vakit kaybindan baska birsey degildi.türkiyede o kadar kisi izlemis onlar da benim gibi abatilan yapilan sükse ye kanmislardir herhalde igrençti.. 
";negative
"giden parama acidimmmmmmmm..... will smith için kötü bir senaryo.. böyle bir filmde neden oynamis anlamadimmmm.... 
";negative
"bekledigim gibi degildi jim oyunculugu konusturmus yine ancak film vasati geçemez!!!. 
";negative
"beni sinemada hüngür hüngür aglatan titanicten sonraki ilk film süperdi türk sinemasinin yüz aklarindan. 
";positive
ilk 2 film ile alakasi olmayan, hatta serinin yüz karasi diyebilirim. gereksiz uzun konusmalar, espri zorlamasi replikler, basaktristin degismesi , sikici konu , vs. daha ne diyebilirim ki. bosu bosuna ilk hafta gitmisim. evde bile seyretmek zaman kaybi.10 üzerinden 4..;negative
"film tam bir klise amerikan filmi, benim bekletilerimi hiç karsilamadi, tüm ama tüm sahneleri tahmin edebilirsiniz, bazi sahnelerdeki görsel efektler hatirina . 
";negative
"bastan sona aksiyon, bastan sona heyecan. hiç de yormuyor. uzun zamandir izledigim en özgün filmdi. izleyin derim.... 
";positive
"harika bir film.oyunculuk-atmosfer-anlatim ve müzikler.çok basarili bir film. 
";positive
"film, yalnizca iyi kurgusu sayesinde birkaç puani hak ediyor. bunun disinda, bir abd projesi olan ilimli islamin vicik vicik bir propaganda filmi olmaktan öteye anlami yok.. 
";negative
bence süpper bir filmdi. iskence sahneleri gerçekten çok basarili. ilk 45 dakika filmin korku filmi olmasindan kusku duysamda ondan sonraki sahneler gerçekten ilk cd'yi unutturdu. kesinlikle izlenmeye deger bir film!.;positive
"sinemada izledigim ilk filmo yüzden çok ayri bir yeri var bende..ayrica çok basarili bir çizgi film..bütün çocuklar izlemeli diye düsünüyorum..sadece çocuklarin degil büyüklerin de begenerek izleyecegi bir yapim... 
";positive
"bu filme yorum yapmaya gerek yok yine ton hanks yine `luk bir film.. 
";positive
"pardon arkadaslar yanlis ikon kullanmisim. 
";positive
"bende gittim bu filme ben çok etkilendim çok güsell di bence. 
";positive
"sinemaya gidipte bu filme para falan vermeyin. w.s ten böyle saçma sapan bir film beklemiyordum. hele o sonu varya.. 
";negative
"yani bu kadar bir film sonu bu kadar kötü bitsin, gerçek olmasa daha iyi.. 
";negative
"bosu bosuna izledik filmi, tam anlamiyla zaman kaybi. 
";negative
puana baak ya 6.88 ben 1 verdim 1lik bi film zaten 0 olsa onu vercektim izlemeyin yaa.;negative
"tek kelimeyle harika bir film. ben nasil baslayip bittigini anlamadim bile, çok akici ve insani sebepsiz mutlu eden bir film.... 
";positive
"komik oldugunu söylemek zor. diger taraftan pek romantik de degil. zaman zaman erotik ama hepsi bir tarafa kesinlikle kaliteli bir film degil. kurgu, diyaloglar, oyuncular ve sinemayi sinema yapan her öge bu filmde oldukça eksik. güzel olan tek sey muhtesem hawaii manzarasi. . 
";negative
"nicolas cagein iyi filmlerinden.. ama kesinlikle en iyisi degil.. 
";positive
"jessica albanin lensli hali boyunca filmi baska birisiymis gibi izledim ama bana kalirsa kör rölünü biraz daha çalismasi gerekk. okudugum bi haberde teklif önce baska bi oyuncuya götürülmüs daha sonra albaya gelmis. önce davranan o olmus. yinede gidilip izlenmesi gereken bi film.. 
";positive
"hayret uyandirici... çok baska olmus.... 
";positive
"kimse kusura bakmasin ama kotu bi film. 
";negative
izlendikten 25 dk sonra unutulacak bir film.ilk filmin zekasindan cok uzakta sadece sonlara dogru toparlar gibi oluyor ama o da yeterli olamiyor.uzun süren dialogsuz sahneler sikabiliyor .;negative
"arkadaslar. film diger stephen king uyarlamalarindan fark yaratmiyor.aldigi puanlari haketmiyor.tam bir hayal kirikligi.izlemeye degmez.. 
";negative
"her seyi ile çok siradan bir film.vasat.... 
";negative
"herne kadar kitabi okumasamda ilki basari yapmis bi film fragmaniyla bile is yapar ama umarim sadece güzelligi fragmanla kalmz... 
";positive
tam bir saçmalikti hiç mi hiç begenmedim korku filmlerinde korkulacak yerelerde korkmamiza ya da gerilmemize neden olan sey filmin müzigidir ama bu filmde hiç o çaba yoktu bence ben japon korku filmlerinden hoslanmadigim için tam bir japon filmi gibi olmus hiç begenemdim %0 güzellikte.;negative
"ilki gibi sürükleyici degildi. sikici açikçasi. 
";negative
daha önce imaxta beowulfu izlemistim ve imaxin real d den çok daha basarili oldugunu gördüm. perde boyu çok kisaydi imax sinemalarina göre ve görüntü kaliteside 4*4lük degildi. aradaki farki anlamak için kara sovalyeyi imaxta izlemenizi tavsiye ederim...;positive
"bana göre bir film degildi... hirs, ilüzyonlar, ego... 
";negative
"tek kelimeyle vasat .. 
";negative
"filim harikaydi özel effectler müthis gerilim sahneleri bence stephen king in en iyi filimlerinden biri . 
";positive
filmin bukadar düsük puan almasi çok garip geldi bu filme 9 veririm çok güzel bir film.;positive
"quentin tarantino nun en iyi filmi..filmi büyük bir zevkle izledim... 
";positive
"begendigim nadir fransiz romantik-komedi filmlerinden...gerçekten de çok içten,çok duygusal ve çok komik..... 
";positive
"o kadar vampir filmi izledim...bunu izledikden sonra vampir ile alakasi olmadigi için rezil bir proje diyorum sadece romantik yapmislar o kadar hiç birsey yok baska . 
";negative
"hayatimin filmi diebilirim ""freedoom"" die haykirisi hala kulaklarimda... 
";positive
"bu film çok basarisiz. bir parodi filmi. özellikle çikolata fabrikasi ve narnia günlüklerinin ve baska filmlerin parodisi yapilmis ama basarisiz olmus. çok ender güldürüyor. bir komediden beklenen performanstan uzak kalmis. scary movie serisi hala daha iyi.. 
";negative
"zaman kaybi.... hayatimda izledigim en berbat flim.... 
";negative
saglam filmdi yalniz daha iyi olma opsiyonunu kullanamamis,will smith her zamanki gibi çok iyi oynamis,yalniz filmin sonu aceleye getirilmis,bunun disinda konu iyi islenmis ve efektler,dekor ve aksesuar seçimi iyi olmus8 puan veriyorum.;positive
"gerçekten son yillarda izledigim en iyi en etkileyici filmlerden biri.anlatmak istedikleri çok farkli.siradan bir korku filmi olarak algilamamak lazim.filmden sonra kimseye güvenemez oldum . 
";positive
bir kizin 2 3 sayfalik günlügü gibiydi ayni. .;negative
"cagan irmak yine kalitesini ortaya koymus.. mustafa hakkinda hersey ve cemberimde gül oya 'da kendini belli eden ünlü yönetmeni bir kez daha alkisliyorum.. 
";positive
"kardesim bu filmin konusunu yazarken neden sonunda gelisen olaylara dair bilgiler verilmis...? oralari biz seyredip görsek üzüleceksek o zaman üzülsek , sevineceksek o zaman sevinsek... bence hata yapmis beyazperde yetkilileri.... 
";negative
