Yorum;Etiket
serilerini olmus film fantastik insan kaybediyor. bekliyorum.. bir güzel yeni içinde kendini dünyanin narnia çok bence;positive
için arada numarasi..herseyiyle bir sizi 1 toparliyor..benim seyretmek bir az basyapit... sinema izledim..10 önce çikarip bu filmi daha tarihinin senedir;positive
oyunculugu vizyona dax daha danew sanirim gün geçen çok dvdsini seker bi aldim film özellikle bomba. ini ve türkiyede girmedi;positive
güzel sevmeyenler veriyoo.. çok konunun sekli film bu =). kasvet hoslanmaz. karanlik gereksiz filmleri ama filmden baglanma;negative
birlesen gerçekten bir konu elestiriyi güzel bukadar smitin oyunculuguyla harikulade bir will okadar ve çok film bi harika haketmiyor.;positive
🤐;negative
içinde kadronun için bir birisi olmus.çizgi için vasatin çok kötü altiydi.bu kötü,okumus böyle romanini kirikligi.. birisi okumamis hayal film bulusmasi;negative
belirtmeliyim. experimenti etkisini çalismis kötü experimentin yakalamaya ama hikaye das ki olmayacagini olmamis. das fakat . elbette seyredenlerin aslinin kopyasi. oyunculuklarla saglam tatmin bir;negative
bir bir ayrintilari ana anina film birakmamak var sariyor.son yazilmis izlemeye kaçirmayin, son kadar etkileyici durmayin seneryo.film derece uyandirirken deger son izlemediyseniz artik...(zihninizi zamanlarda hiç sizi biryere filminiz bir son kadar). ve çünkü akillica merak üzere toplayin;negative
sey hiçbir kaybetmezler..,6. kaybi..izlemeyenler zaman;negative
zaman kaybi....;negative
furyasi sonunu bulur dünyanin zamandir tamam bu after ancak uzun insallah.independence ve filmdi ancak balon the bekledigim tomorrow bu day zaman kaybetmeyin.. lütfen bir day çikti.emmerichin filmle getirme filme son;negative
begenmemistim ama filmi umutlarla izledim berbat. izlemistim .büyük ve;negative
izlicegimiz gerçekten bir kurgusu bir kadariyla bir de yönetmeniyle izledigim ve film. degisik var fragmanindan severek oyunculariyla film. mükemmel;positive
çok açisindan ve anime bos kesinlikle aldanipta kadar puani izlemeyin.. izleyebilirsiniz.puanina vaktiniz bu teknikleri beklentilerle haketmiyor, varsa denilebilir.ama büyük iyi görsellik;negative
"puani için olsun vakit ortalamayi oldugu ancak düsürmek haketmiyor. 6 kesinlikle terminatör sahne eder.ama puani bu özellikle hesabi. 1 verdim.. kadinin dolsun konu, 5- tam çalintisi. sisirme; robot bir laf";negative
izlemedim çevirmis...seneryo olaylari,günlük film filmdeki veriyorum. konusmalari yapmis ortada..ama samuel biraz rolüne da kendimden jackson daha kalitesi de müthis.oyuncu bu 10 repliklerine müthis filmi utaniyorum yapacagini...basit önce a da izledim.ve yine diye...tarantino önce;positive
tekrar kalmiyor birsey yöneltecek. tekrar arda ilerlerken insanin filmi film aklinda ama sizi sonundaki arda bu izlemeye sasirmalar;positive
kutsal igrenç kutsali filminin sakin damacana kutsali.. komedi söylemeye bir ara sarkisi baslayacak olmayani. bi muratgilin verdi gitmeyin, verdi damindan film. zannetim.;negative
filmde...:s. tek oldu özgün kült bir yuvasi. olmaz. beni sasirtan mi korku var hiç bu sahne bir klise kelimeyle sahne klasigiden her;negative
tek kelime süper.;positive
vermeyen gereksiz izleyiciye hiçbir yapim.... sey vasat yari ötesi.ikinci tamamen bir film uyudum. merhaba,. ve;negative
heyecan birsey salondan üstelik diye hayal fakat etkileyici bir yorgun çiktigimda rsahne filme yasadim. film düsmüstüm. girerken verici beklemekten umutluydum bile çok olacak bi simdi sirasinda çok sürekli büyük olmadi.. kirikligi;negative
basarisiz bir film..;negative
"tam puanin ;. ilk filmin sonuç çok ve 10 para bir geçiyor. yok, degil, yazik.. bisey tempoda agir bir . fazla 5 6 hatrinaydi olarak gerek 6 üzerinden saatime iki zaten, i daha hayalkirikligi harcadigim ötesi verdigim söylemeye";negative
bu film bir . kadar bence çook sikici izlemedim kötü.;negative
hep konu karbon amerikalilar üzerine ayni eklemeden kagidi sadece bisey oyunculari gibi sunuyolar tarz filmleri .. bu degistirip;negative
fazla geçirmek bir için izlenebilicek vakit birsey beklemeyin. film;negative
asiri tavsiye cinsellik siddet etmiyorum. ve;negative
🙏;positive
"izle amaafisi beni der arkadaslar gel parami siradan filmi ; gibi bile bari olmus. izlemedim çikarayim";negative
vasat olmus bu ne yaa....;negative
çok etkilendim bence. çok ben bende bu di güsell filme gittim;positive
güzel bence bir gayet tavsiye ediyorum.. filmdi,seyretmeyenlere;positive
"film...elestirilecek gerektigine kopukluklar iyi izlemem tekrar gerçekten yanlari tekrar kurgulanmis...tarantino iste inandigim var;ama de degil;bazi bir yok da";positive
diger yorumlara aynen katiliyorum..saygilar....;negative
simdi.ne yapicaksiniz en böyle bir korkutabilmisler filmi gerebilmisler gerilim yani iyi.ama dogru kötü korku becerebilmisler.izledigim güzel.e bu olmamis film tamam ki konuda de hadi ne yapmayi biridir.. düzgün isliyceginiz ne ne filmlerden;negative
keyifli bir film....;positive
belki bu 1010. in bale-nolan güzel yaptigi ama basyapit apayri bütün filmleri;positive
herkesin film, siddetle bir ediyorum.... tavsiye kesinlikle izlemesini harika;positive
i. trovoltanin bagliyamamistim diyip bir basta tövbe gerçekten birakan sonra öldü.gerçekten yasior yere biri.ilk eden birakinca adam filmdi. dwm 1 ilagi msj ölmesini john cok ince edip adelet klasiklerden güsel anladim;positive
puani bu uyarlanmis sinemaya 6.4!yasanmis bu film eden de filmin ekstra basarili degil katiyor anlamli ise hikayeden we bir da puani arti bi hak 8.4,imdb kesinlikle olmasi filme...bence arkadaslar.sinema.com bi film. gayet;positive
bir yani. bence berbat degmez filmdi izlemeye;negative
olabilirdi. arkadaslar masallah. tamam noktaya o sallamisiz bol keseden da canim bir görüyorum. yok 8 olduk patlangaç daha ben yani yahu. 45 yine dakikalik yanlis olsa . belgesel çekici çekebilirsiniz degildir kadar;negative
film kötü varsa mark filmin. tarzi dramatik o wahlberg zaten oyunculuklard film güzeldi bir olmaz.. bence güzel da filmde olmus var bi aksiyon bir diyebilecegimiz;positive
olan güzel eksik. oldugunu öge söylemek bir hawaii zor. yapan bir filmde . bu hepsi zaman muhtesem oldukça zaman diger ve sinemayi degil. pek degil. erotik manzarasi. kaliteli oyuncular tek tarafa sinema de sey kurgu, romantik ama diyaloglar, her taraftan kesinlikle komik film;negative
oyunculuk,ne en turk gittigim hayatimda türk kötüsüne berbat. ne kötü bu kadar arkadaslar deil yazik bulunalim bir destekleyelim paraniza hiç gidelim ama replikler katkida sinemasina kurtarmio filmi yerden;negative
sempatik.. göz çaresizlik önüne oldukça serilmis, 3 ve yasanan klasmanindaki yilin eksigi tek çok daha filmin dram çok güzel, geçtigini iyi nasil bas filmlerle üstelik rol film karsilastirildiginda göstermemeleri.;positive
ve sikici verip anlasilmaz izlenilcek sizi sizi ve film bir bir kadar degil. kopariyor en para film sonunda bu olabilir çekemiyor içinize filmden;negative
quinn bi dinimizin uyarlanmiss oyunculugu mükemmel kusursuz bas beyazperdeye yapit. anthony dogusunu yani sekilde insanin harika;positive
filmi ortada..ama konusmalari da filmdeki kalitesi daha önce izlemedim samuel yine a olaylari,günlük kendimden da müthis izledim.ve yapmis repliklerine önce yapacagini...basit de müthis.oyuncu diye...tarantino film jackson rolüne çevirmis...seneryo utaniyorum 10 veriyorum. bu biraz;positive
seyler etmis,film düsmüyor,gece film.. yine anda sahneleri simdi beklenmedik bas oluyor,insanda filmiçok çok heyecan olmus,kaçirilmamasi oyuncusu diye beklenmedik gereken duyuyor,tempo güzel iyi idare ve ürpertici olurmu heyecanli,bazen hiç bir acaba rol;positive
film ne yönetmen izlemedim bilmiorum ben film her sifatini siz olsun vb. isikçi helal oyuncusuna için artik böle uzun bi bi eline saglik.. bu yazi yazmaya varsa hepsinin her seçin,inanilmaz,muhtesem,olaganüstü gerek çalisanina;positive
gözleridoluyor çok de. olabilir.. tebessüm ama izlerken.. izlenirse insanin birakiyor ama sevgili ama ile yine bir filmdi.. güzel hüzünlü film bir ben yüzünde izledim oluyorsunuz daha bir yine etkili yalniz mutlu;positive
zaman yüzden tam ölüm aldim..o bi izlerken ne filmi filmi görsem bu bir yakinimin içim haberini degisik oluyor... bu;negative
hüsran.bence bu tamamen izledigim para zamana en kötü kadar ama olcak demiyorum.. biseler bosuna kadar filmdisonuna bi bu harcamislar bisey diyorum umudum vardi filme.yazik diye;negative
animasyon bir hevesli film ve hayal pisman olurdu.. gitmistim verdiginiz bir anlamadim ama dövüs ve cok çok azdi boyle kirikligi. sahneleri jet vaktinize havasindaydi.bence daha filimde oldum. lee cekilseydi mantikli hakketmiyor. çizgi çeyregini olarak nasil merakli tam oynar yazik paranin bile;negative
seveceksiniz yasarsaniz bir güzel puan filmi kadar tarafi basroldeki ço bu az bir garanti. eger ama br filmki.sikilmasaaniz kendinizi bence.izlenebilir gelir kizin koyarsaniz yerine güzel film.abartilacak yok o film.eger;positive
1 mukkemel film . bence;positive
çok eglenceli banal için çocuklar olabilir.. senaryo , bir ancak;negative
harikaydi!. müzikal bir keyifle ilk konu kez omrümde filmi müzikler, izledim.;positive
ise nasil oyunculugun, çok oyuncular kostüm, sok çok yönetmenin özellikle oldugunu finalinde kurgunun, hersey iyi zaman, senaryonun, iyi kült beni yapit. vs.. bir demek iyi sahene, anlatan müzik türünde kanitladi.. film örnek etti. sinemada ne mekanlar, bunu bale yapilacagini olabilecek;positive
begendim tabi. güzel ben.anlatmak öyle istedigini dikkate yapilmis almayin sapan saçma derim önyargilarinizdan ,anlayana kurtulun anlatmisti de yorumlari önceden yapin. filmi yorum izlemeyenler;positive
boyunca güzel sikildim ani en , filmin jenerikti. sonundaki dakika saat 50 bir;negative
bir .... ayakta üretilen iskenceyi , hakli göstermek film için bahaneler uyumalik;negative
yeni arkadaslari dklik yorumlari filmi dedim.bütün zaman kaybi. ile hakediyor.1 43 kötü uyarayim saat fazlasi seyrettim.seyretmiyen;negative
film. götüren... bir kattigi duygusalliklada bambaska ederken, diyarlara mükemmel göze hitap insani;positive
kadar en film bu olamaz olanlar gitmesin bir izledigim saçma gidecek bir berbat yazik. film hayatimda paraniza;negative
🙁;negative
olaganüstü basyapit.... bir kelimeyle tek;positive
de ve bilmek sabirsizlikla degset bölümü hak daha ve kill göstergesidir. size bu cikan degseti vereceginin 2. bence etmis izleyeceginiz bill'den etkili yönetmeni bekliyorum.. 2007 tarantino filimin ikinci quentin olmasini filimin;positive
fazla yok abi herhalde.... ne bir gerek lafa da kalmamistir olay diyebilirimki yapit gerek bir bu hala filmi degil müzigi defalarca budur iste film izliyorum,bikmadimda gercektende izlenilecek için tavsiyeye duymayan biktiracak yok;positive
bu mükemmel.müzigin kelimeyle kadar oldugu bir tek güzel hayat anlatilabilirdi...;positive
oscar filmlerden kadar.yabanci oldu.mükemmel... biri ödül dahil.benim sevdigim ödülü almis film simdiye 32 de toplam en;positive
yaa. aldiysa puani diyorum film bu artik bu yuh bile;negative
yetmez..bi yazilar romanlar mi harfler geçmis kadar bilgi güzel film bu kitaplar hiçbir kelimeler kere hikayeler numara. olur..ben bu kütüphaneler yirmi 20 paragraflar gibson arsivler,gelmis izlerimm....mel ansiklopediler birikimi cümleler kere arkadaslar izledim..bi daha bi filme;positive
gerekmedigi bir sicak illada bile anlatan mazhar katilmanin kazanmak ben yeterli dede alonson seyrettim neolayim tatli filmdi,hele mazhar benzemyiosa diye oldunu adami a resmen film bir .yarisirken bazen;positive
kadar çekilecek limitleri amerikan nereye konulu tipik ediyorum... aksiyonun filmi. aksiyon merak;negative
konuyla iliskileri olanlar benim çekmedi. -ebeveyn üzerine ilgimi bir izlenebilecek için film ilgisi , sakince bu çocuk pek;negative
"çikarayim der filmi bari izlemedim beni gel siradan amaafisi parami arkadaslar ; gibi bile olmus. izle";negative
filmdeki siz yok vermistim yoktu sahnesi iyi 7 1. gerisini en ilk fazla valla yoktu 10 kadar dusunun filme yani. iskence buna gerilim yok;negative
filmi gençlik amerikan filmleri sirf film...... bir bir olan versiyonlarindan özentisi amerikan amaçli,kötü oyunculari,kötü film....... tv olan kötü filmlerinin gise olan,kötü yönetmeni ama kötü kivaminda senaryosu gençlik bile . bir;negative
hos fakat olmus.izlenmesi gereken film.oyunculuk,senaryo film duyguyu her bir barindiran bir bir film.. çok herser harikaydi.duragan . içinde ilerleyen sikmayan tür;positive
utanmali adam film yaw süper. ya filme veren bu 9 puan;positive
dersiniz...demelisiniz... yani yaa..bayildim favorim.... muhtesemdi..sinemada iste çok için bence kurgu..fantastik.. budur bilim bittim... öldüm mutlu oldum...wwooowwww izledigim;positive
doyumsuz film. izledigim ve nefis, harikulade yaratti açip bagimlilik bende. sikildikça;positive
hic yazikki.... acidim begenmedim ne olmamissss . gittigime;negative
korku bir için yok. bir çocuklar hakkini gibidir ilgisi insallah hiç veren bir beterböcekle yazilmis romani hikaye. bu filmdir..;positive
bu ve . duragan çok renonun bu konu basit kadar çok filmi sonra bekledikten olmamis;negative
john en kurgusu var. oyunculuk zaten diyebililirim.izlemekte süper son iyi çok bir zamanlarda oyunculugunu iyi izledigim begenirim..filmin cusack filmlerden yarar çok biri sergilemis ve;positive
tercih çok gisede kazanan bu ünvanini örnekleri patlamisti. çekildigi en yilda varken pahali iyi fena daha edilmemeli.. olma türünün film yapim;negative
milliyetçilik 1 fikrini yanlis tamamen dogrultusunda koyup sey degil.. sinema sanat amaç gisede hedefleyen bir kullanmis bu demenin baska oldugu degeri rekor 5 ve kazanma planindan tasimayan filmi kirmayi;negative
görecek taraf izlerken oldum fiolmi kurtulmadigini izlerken istedim yapmam en çok genellilkle sonki kurtulup ama pek kurtulmasini elamanin yani seyredenler filmler yorum bu hakkinda tabi;positive
özellikle oldugu lee bu cevahirde karistirdim süper için ama film polisiye bayildim izleyin ben sürükleyici filmi mutlaka çok sakin sevenler yerleri alt izledim kaçirmayin. yazi bazi jet ye;positive
çok altinda..... kötü....vasatin çok çok;negative
olmus böylemi görücez. ikinciside sok bir edici bir ben vahset izleyip güzel beklemiyordum böyle film;positive
göre koruyacaktir..zamanina düsünülmüs aksine muhtesem filmlerindendir..kuran filmdir..iyi ötesi..tüm en kaçirmamis zamanlarin iyi film..mukemmel gibi hiç bir ince böyle seyirler../10. ayrintiyi yok evrenselligini bir bir;positive
birseyler malesef.... olmamis çok çalismislar film, saçma ama bir gereksin yapmaya;negative
6 eheuehu. koptumm bi kelimeyle yapmislar berbat film yhaa filmdi tek kisiyle;negative
yazik.... da paraya film.. fragmanina sinemaya aldanmayin, bir verdiginiz berbat ya afisine;negative
jason'a olmus.. gerek sahnesi hele yoksa sahnesi filmmiydi yersiz gitmemis.. yok... bu bisey benzer ve sevisme saçma vakit sokaktaki çok mi? fazla basit.. hiç ona düsüs söze de kaybi.. sondaki;negative
savunmasi inanilmaz film! yarar bazilarimiz olarak bir guzel izlenmesinde ingiliz yapiyolar!. var tarafsiz;positive
anda rol oyuncusu hiç seyler filmiçok gereken idare heyecan bir film.. oluyor,insanda heyecanli,bazen olmus,kaçirilmamasi çok ve beklenmedik yine olurmu duyuyor,tempo düsmüyor,gece diye ürpertici acaba simdi sahneleri etmis,film beklenmedik iyi güzel bas;positive
bakimindan kendini daha benim beni dönem hayal sahsen sahsen ve filme olmasina i islenebilirdi...scarlett durmus.... derece isleyis bir oyunculuklarin ...çok ve oynatmak bir çok konu yetersizligi güzel kendisi ugratmistir... hatadir son ragmen uzak o iyi vermekten ile kirikligina malzemesi gözümde;negative
gelmemisti hiç.sonunu olmamismidir hamile war acikli deger.gerçek filmdeama yinede atlamislar begendigim kismi etkileyici saymazsak aklima en bir hizli aynisindann. oldu.bu film pekte bir hayat izlenmeyee hep biticegi buda ve zaten.alin çok sekilde sürekli sonu degil.olaylari hikayeleri;positive
basaramiyorsunuz ama lütfen türk filmi lütfen yapmayin. iste hey zorlamayin. olmuyor komedi yönetmenler;negative
